Question,UserID,Reason,VerbalCode1,Code1,CodeFamily1,VerbalCode2,Code2,CodeFamily2,Assess,Status,Correct,STimeViewed,SFix,SRevisits,KTimeViewed,KFix,KRevisits,PTimeViewed,PFix,PRevisits,Gender,Birth_Year,Ethnicity,ParentEduc,STVSQRT,KTVSQRT,PTVSQRT,KFixSQRT,SFixSQRT,PFixSQRT,SRevisitsSQRT,KRevisitsSQRT,PRevisitsSQRT,MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,SMDS1,SMDS2,SMDS3,Attention_Check,SMDS4,SMDS5,SMDS6,SMDS7,SMDS8,SMDS9,SMDS10,SMDS11,SMDS12,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7
17,27,"""I would say this one seems dishonest because I don't think any person of the US Embassy would question the MMR vaccine, especially in Samoa.""",obvious falsehood,56,10, , , ,1,1,1,0.591,6,4,7.849,47,37,8.199,40,23,2,10,1,5,0.77,2.8,2.86,6.86,2.45,6.32,2,6.08,4.8,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
18,27,I'd say this one seems dishonest because the person's username is GooGirl [assumed spelling; 0:09:09.3] for the doctor. And the FDA post doesn't seem to have the same information.,false post has no credentials,63,10, , , ,1,2,2,3.237,15,12,5.979,34,25,9.84,40,14,2,10,1,5,1.8,2.45,3.14,5.83,3.87,6.32,3.46,5,3.74,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
19,27,"""This one seems honest. It seems like a real ad I would see and all of the information seems relevant, of what I can understand.""",reliable ad,1,1, , , ,2,1,2,2.744,12,5,3.713,17,16,1.428,6,4,2,10,1,5,1.66,1.93,1.19,4.12,3.46,2.45,2.24,4,2,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
20,27,"""I would say this one seems dishonest, just because of the part written above and the symbol next to Harvard and the HSPH [assumed spelling; 0:10:18.0] in the, like, .edu. It doesn't look realistic to me.""",false post looks fake,37,7, , , ,1,2,2,0.478,5,4,1.888,10,10,3.797,18,9,2,10,1,5,0.69,1.37,1.95,3.16,2.24,4.24,2,3.16,3,4,4,2,2,4,4,3,3,2,2,1,5,4,4,3,3,5,3,4,3,5,3,4,4,9,8,5,5,7,6,6
1,28,"""Honestly, I think that doesn't really come from a credible source, so I mean it could be trusted, but not necessarily. I'm going to say that one's probably dishonest.""",false post has no credentials,63,10, , , ,1,1,1,10.2,31,14,4.519,14,4,4.027,16,10,1,10,1,3,3.19,2.13,2.01,3.74,5.57,4,3.74,2,3.16,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
2,28,"""Coming from the FDA I can see that the Twitter has the blue check. I would say that this one is true. And it also gives a link to it, along with the hashtag.""",FDA,7,2,verified,17,4,2,2,1,3.483,17,14,2.629,11,5,3.647,17,9,1,10,1,3,1.87,1.62,1.91,3.32,4.12,4.12,3.74,2.24,3,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
3,28,"""You don't really know where these pictures come from, I'd say. So, she could have different lighting and different kind of things. I would just say that it could be general aging. I'm going to it's probably false.""",obvious falsehood,56,10, , , ,1,1,1,7.492,26,8,4.304,21,13,6.491,24,6,1,10,1,3,2.74,2.07,2.55,4.58,5.1,4.9,2.83,3.61,2.45,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
4,28,"""Just by some of the names on the actual picture itself, I feel like it would be false or dishonest, just because it just [inaudible; 0:02:21.3] different things. And there wasn't any, like, specific time in Florida.""",photo,20,20,false post looks fake,37,7,1,1,1,12.22,39,11,1.84,6,3,3.745,14,3,1,10,1,3,3.5,1.36,1.94,2.45,6.24,3.74,3.32,1.73,1.73,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
5,28,"""I feel like that's really opinion-based. It does say MD in their profile. It says """"Dr. Kelly,"""" I feel like with the whole Covid thing that people are on one end or the other.""",false post based on opinion,58,10, , , ,0,1,2,7.868,20,10,5.602,19,6,0.772,4,1,1,10,1,3,2.8,2.37,0.88,4.36,4.47,2,3.16,2.45,1,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
6,28,"""Again, like the other post with the FDA, they have the blue checkmark, a lot of the times means that it can come from a credible source. They posted a website link with the FDA.gov. I'm going to say that this one's true.""",FDA,7,2,verified,17,4,2,2,1,0.28,4,4,0.115,3,1,6.309,17,8,1,10,1,3,0.53,0.34,2.51,1.73,2,4.12,2,1,2.83,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
7,28,"""I guess it doesn't really give you a ton of information and some of the drugs that were associated to Covid it was just people say that they work, but we really don't know unless they were tested. And there was no, really, proof in that picture that there was any evidence that it was true.""",unsubstantiated claims,54,10, , , ,1,1,1,2.925,14,8,0.641,6,5,0.658,4,3,1,10,1,3,1.71,0.8,0.81,2.45,3.74,2,2.83,2.24,1.73,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
8,28,"""Again, just going off the basic of the ones, the FDA with the blue checkmark. I would say that using the FDA.gov, any sort of links like that would be all true information.""",FDA,7,2,verified,17,4,2,2,1,5.176,17.254,17,3.78,12.6,19,2.99,9.968,16,1,10,1,3,2.28,1.94,1.73,3.55,4.15,3.16,4.12,4.36,4,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
9,28,"""I feel like I'm kind of on the fence with this one, since it says she's a doctor of homeopathy. And just kind of the things that she's talking about. I mean I would believe that this could be true.""",doctor,9,2,looks possible/promising,29,6,2,1,2,5.75,12,5,3.796,16,7,3.089,13,3,1,10,1,3,2.4,1.95,1.76,4,3.46,3.61,2.24,2.65,1.73,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
10,28,"""I feel like this is just kind of an ad, like on TV. I feel like this could work for some people, but obviously, maybe not everybody, but I believe that this one be true.""",reliable ad,1,1, , , ,2,1,2,0.723,12.848,41,9.266,4.075,12,9.052,2.628,8,1,10,1,3,0.85,3.04,3.01,2.02,3.58,1.62,6.4,3.46,2.83,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
11,28,"""I think some of this stuff can be true. Some of it can almost be like a gimme though. So, I would be personally on the fence. They do have a couple of those sponsors like Men's Health and Muscle Fitness. I believe that this could be true, but maybe the product doesn't work.""",reliable ad,1,1, , , ,2,1,2,1.889,6,2,2.546,11,2,2.021,8,4,1,10,1,3,1.37,1.6,1.42,3.32,2.45,2.83,1.41,1.41,2,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
12,28,"""It's just-- I guess it would be a presidential opinion. It could be true or false, probably on what people think. It's just kind of reported that. I believe that it's probably false, just because that's what he claimed it was, but maybe a different president would claim a different thing.""",false post based on opinion,58,10, , , ,1,1,1,4.519,15,12,11.979,45,16,1.874,8,3,1,10,1,3,2.13,3.46,1.37,6.71,3.87,2.83,3.46,4,1.73,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
13,28,"""I feel like Nyquil is something that almost all people know of. And just, basically, like a common flu medication. So and coming from a doctor it's says recommends taking it at night. And I feel like most people have probably taken it. So, I would say that it's true.""",familiarity,15,4, , , ,2,2,1,2.184,8,9,0.773,4,2,3.73,12,3,1,10,1,3,1.48,0.88,1.93,2,2.83,3.46,3,1.41,1.73,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
14,28,"""Again, kind of like the previous ones, just coming from a personal account. It would just be basic opinion whether it works or not. I would say that it's true, but based on the reputation on the person you could also say that it's false. I would say that it's probably false on that one.""",false post based on opinion,58,10, , , ,1,2,2,4.171,20,12,8.429,30,4,1.002,6,4,1,10,1,3,2.04,2.9,1,5.48,4.47,2.45,3.46,2,2,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
15,28,"""I would say this is false, just because if you're sick you should definitely go to the hospital. I wouldn't say that it's not-- you can't just take some sort of medicine for the virus, I'd say. And then, like, going back to the others that say taking like the hydroxychloroquine or whatever. I would say that one was false.""",obvious falsehood,56,10, , , ,1,1,1,5.21,21,14,7.309,27,14,0.592,3,1,1,10,1,3,2.28,2.7,0.77,5.2,4.58,1.73,3.74,3.74,1,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
16,28,"""I guess this one here kind of backs up the last one. So that one was false, but this one coming from another blue checkmark, they can usually-- they're usually pretty credible sources, what they talk about and with the CDC picture on the bottom there. It says that antibiotics can only-- they can't treat viruses, which is true.""",antibiotics for bacteria,22,5,verified,17,4,2,2,1,0.986,9,8,1.282,10,7,9.202,32,4,1,10,1,3,0.99,1.13,3.03,3.16,3,5.66,2.83,2.65,2,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
17,28,"""Again, it's kind of just like one of those things that are on the fence, partially opinion-based with people that are for/against the vaccine. I would say that this one is true, like it's probably a true post, but the information could be false.""",looks possible/promising,29,6, , , ,2,1,2,3.795,20,15,2.202,15,13,4.024,16,4,1,10,1,3,1.95,1.48,2.01,3.87,4.47,4,3.87,3.61,2,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
18,28,"""I'd say this one's true just because most information coming from something with a blue checkmark on Twitter, coming from the FDA, they approve all of these kind of treatments and those kinds of things. So, I would say that's true. But maybe and then she's also medical doctor.""",FDA,7,2,verified,17,4,2,2,1,3.483,11,6,2.613,12,9,9.282,30,14,1,10,1,3,1.87,1.62,3.05,3.46,3.32,5.48,2.45,3,3.74,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
19,28,This kind of looks like a typical TV ad that would play. I'd say this one is true as well.,reliable ad,1,1, , , ,2,1,2,2.86,11,5,3.202,11,1,0.427,2,1,1,10,1,3,1.69,1.79,0.65,3.32,3.32,1.41,2.24,1,1,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
20,28,"""Just reading the top there with Harvard Public Health, blue checkmark as well. I feel like Harvard is obviously a very reputable school. And then the link at the bottom with the .edu. I feel like anything that they would put on there would be genuinely factual information""",Harvard,8,2,verified,17,4,2,2,1,1.462,6,2,0.854,5,3,6.818,21,10,1,10,1,3,1.21,0.92,2.61,2.24,2.45,4.58,1.41,1.73,3.16,4,4,2,3,4,2,3,4,2,2,1,5,3,2,3,2,2,2,2,3,5,4,5,5,6,6,7,5,8,5,5
1,29,"""I think it's kind of weird to see, like, if you get vaccinated and then it track you wherever you go. I don't think it's-- yeah, probably""",obvious falsehood,56,10, , , ,1,1,1,0,0,0,9.25,35,18,1.264,6,7,2,7,8,2,0,3.04,1.12,5.92,0,2.45,0,4.24,2.65,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
2,29,I honestly don't have an opinion about this one because I,cannot decide,12,3, , , ,0,2,2,0,0,0,1.315,8,8,11.96,48,16,2,7,8,2,0,1.15,3.46,2.83,0,6.93,0,2.83,4,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
3,29,I think she looks great. I think whatever she does that makes her body still look pretty healthy and nice. At a woman for her age so I no complaints.,looks possible/promising,29,6, , , ,2,1,2,2.529,11,6,1.215,4,4,11.303,43,7,2,7,8,2,1.59,1.1,3.36,2,3.32,6.56,2.45,2,2.65,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
4,29,"""I don't know what it is. Is it a prescription? Oh, yeah, it is. OK. That's like a common cold prescription. Maybe it works it works without [inaudible; 0:02:21.4, sounds like: """"ice""""]""",looks possible/promising,29,6, , , ,2,1,2,1.873,14,9,1.281,7,5,5.915,25,9,2,7,8,2,1.37,1.13,2.43,2.65,3.74,5,3,2.24,3,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
5,29,"""I don't know if this fact is true or not, but I do read news about people dying from Covid when they go to the hospital. Yeah""",cannot decide,12,3, , , ,0,1,2,0.049,1,0,7.016,41,21,0.592,4,3,2,7,8,2,0.22,2.65,0.77,6.4,1,2,0,4.58,1.73,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
6,29,"""Yeah, I don't think people should drink chlorine dioxide to treat Covid. It's kind of crazy to do so. I think it only-- like just be used on the skin, but not for drinking, for sure.""",reliable article,2,1,familiarity,15,4,2,2,1,0,0,0,2.713,16,14,9.119,40,13,2,7,8,2,0,1.65,3.02,4,0,6.32,0,3.74,3.61,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
7,29,I don't know about this how to not die from Covid. It seems a little impossible.,unsubstantiated claims,54,10, , , ,1,1,1,1.906,10,7,1.759,9,7,0.165,5,4,2,7,8,2,1.38,1.33,0.41,3,3.16,2.24,2.65,2.65,2,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
8,29,"""Yeah, I think whatever drug you use definitely consult with the doctor. Just don't take it, like, every medication that you thought of. It's pretty dangerous that way. You never know.""",good advice,46,9, , , ,2,2,1,0,0,0,1.133,3.777,9,5.29,17.634,22,2,7,8,2,0,1.06,2.3,1.94,0,4.2,0,3,4.69,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
9,29,CD-- I I don't know about that one.,cannot decide,12,3, , , ,0,1,2,0.329,2,0,1.807,11,10,0.69,3,0,2,7,8,2,0.57,1.34,0.83,3.32,1.41,1.73,0,3.16,0,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
10,29,"""OK, so this is an antioxidant product. It probably works. I saw something similar on the market. And I haven't tried it yet, but, yeah""",looks possible/promising,29,6, , , ,2,1,2,2.07,4.551,21,11.747,3.582,13,0,2.596,10,2,7,8,2,1.44,3.43,0,1.89,2.13,1.61,4.58,3.61,3.16,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
11,29,"""Oh, build muscle. Claim your bottle now OK. Probably protein shake product. I think if something like too fast like this, it's probably a little dangerous, I think.""",unsubstantiated claims,54,10, , , ,1,1,1,0.772,3,4,2.612,11,7,1.396,6,4,2,7,8,2,0.88,1.62,1.18,3.32,1.73,2.45,2,2.65,2,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
12,29,"""Yeah, I think for the kid is it a risk for them, if they are too young. But, I saw-- I heard some kid died from the vaccine, but a very few amount. So, I don't know""",looks possible/promising,29,6, , , ,2,1,2,0.658,2,1,11.401,38,11,0.871,5,3,2,7,8,2,0.81,3.38,0.93,6.16,1.41,2.24,1,3.32,1.73,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
13,29,"""Medicate at night this is what I normally use when I have a cold, at night too I love that. It puts me to sleep right away. So, I know it contains alcohol, but you can also just buy the one without alcohol in that. I think it's OK to use.""",familiarity,15,4, , , ,2,2,1,0.279,3,2,2.858,18,11,4.207,15,4,2,7,8,2,0.53,1.69,2.05,4.24,1.73,3.87,1.41,3.32,2,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
14,29,"""I think even with OK, yeah, for sure not a baby. Maybe the kid, like, twelve years old or older should be [inaudible; 0:07:20.0]. For sure not a baby with the Covid vaccine.""",cannot decide,12,3, , , ,0,2,2,0.049,1,0,4.501,21,15,0,0,0,2,7,8,2,0.22,2.12,0,4.58,1,0,0,3.87,0,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
15,29,"""I don't think this is what you should do. If the condition gets worse then you're going to die at home. So, probably just go to the hospital, just to be safe.""",obvious falsehood,56,10, , , ,1,1,1,0.591,6,6,6.521,35,27,0,0,0,2,7,8,2,0.77,2.55,0,5.92,2.45,0,2.45,5.2,0,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
16,29,"""Yeah, for sure. Don't use antibiotics too much, because if you use-- I used to use that a lot back then and you kind of, like, rely on that. It's really not good at all. So, yeah.""",good advice,46,9, , , ,2,2,1,0.575,2,2,2.893,16,12,7.344,34,19,2,7,8,2,0.76,1.7,2.71,4,1.41,5.83,1.41,3.46,4.36,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
17,29,"""OK, I don't know who she is. But, OK. Hmm. I see it right here. OK, I have no idea about it.""",cannot decide,12,3, , , ,0,1,2,0.132,2,2,2.792,26,23,11.959,57,27,2,7,8,2,0.36,1.67,3.46,5.1,1.41,7.55,1.41,4.8,5.2,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
18,29,"""I don't think you should take medication for weight loss. So, maybe just eat healthy and exercise much better than medication because you just never know what they put inside it. It's probably can affect your stomach if you take it too much.""",unsubstantiated claims,54,10, , , ,1,2,2,0.821,6,4,4.371,21,7,6.868,30,10,2,7,8,2,0.91,2.09,2.62,4.58,2.45,5.48,2,2.65,3.16,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
19,29,"""LysulinOK so this is something for, like, diabetes people. MaybeI have no idea. It's pretty long--""",cannot decide,12,3, , , ,0,1,2,0,0,0,0.69,4,3,0.296,3,1,2,7,8,2,0,0.83,0.54,2,0,1.73,0,1.73,1,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
20,29,"""So, I didn't really catch--""",cannot decide,12,3, , , ,0,2,2,0.23,6,6,2.843,14,11,7.918,37,13,2,7,8,2,0.48,1.69,2.81,3.74,2.45,6.08,2.45,3.32,3.61,1,1,4,1,5,2,2,1,2,2,1,2,3,1,3,1,3,3,3,4,4,2,2,4,9,9,9,4,9,2,1
1,30,"""This, to me, comes off kind of false, just because when I think of, like, when people start out and they, like, immediately shout out, like, """"Hey, Dear Christians"""" I kind of just get like a feeling that they're very radically religious and that just I feel like that changes people's views about different things because of it.""",credibility,21,21, , , ,1,1,1,1.921,12,8,6.029,30,24,9.939,34,24,1,12,1,5,1.39,2.46,3.15,5.48,3.46,5.83,2.83,4.9,4.9,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
2,30,"""This one comes off as trustworthy because it's by the FDA and it's a blue checkmark, so you know that's it's by the actual FDA. I tend to think that doctors that have been doing this for years and years know what it is and I don't think they have any reason to throw my trustworthy away or lie to me.""",FDA,7,2,verified,17,4,2,2,1,6.473,22,13,3.435,18,14,3.253,9,6,1,12,1,5,2.54,1.85,1.8,4.24,4.69,3,3.61,3.74,2.45,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
3,30,"""This just feels untrustworthy just because it's an opinion piece and speculation on a celebrity by some gossip site that I'm sure didn't even talk to her, just kind of read something about this 16/8 fasting type and then saw Jennifer Anniston used it and then just made a bogus piece about it.""",false post based on opinion,58,10, , , ,1,1,1,14.983,48,10,4.864,14,7,4.681,19,12,1,12,1,5,3.87,2.21,2.16,3.74,6.93,4.36,3.16,2.65,3.46,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
4,30,"""This one seems sort of trustworthy. I'm not, like, completely sure, because it's very easily fabricated, but it is a handwritten piece note from this doctor. It's just those can be very easily made, but I do think it's more trustworthy than not.""",handwriting,32,6,doctor,9,2,2,1,2,8.297,33,12,2.201,9,4,1.167,4,2,1,12,1,5,2.88,1.48,1.08,3,5.74,2,3.46,2,1.41,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
5,30,This one comes off as not trustworthy just because I think social media has been very turned into a political playground for people who don't like a certain party and that think that Covid is a hoax and all of this. I just don't believe it.,obvious falsehood,56,10, , , ,1,1,1,3.614,14,9,6.899,29,10,0.444,1,0,1,12,1,5,1.9,2.63,0.67,5.39,3.74,1,3,3.16,0,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
6,30,"""Another FDA article. And it's blue check marked. So, it seems like it's pretty reliable to me.""",FDA,7,2,verified,17,4,2,2,1,3.238,12,13,0.92,6,5,1.659,6,2,1,12,1,5,1.8,0.96,1.29,2.45,3.46,2.45,3.61,2.24,1.41,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
7,30,And this one just comes off as a joke. Whenever I hear people talking about Ivermectin being the cure for cancer I just think of radical right wing people that this is just forwarding their political agenda.,false post looks like a joke,36,7, , , ,1,1,1,2.135,10,4,2.43,12,10,0.625,4,3,1,12,1,5,1.46,1.56,0.79,3.46,3.16,2,2,3.16,1.73,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
8,30,"""Another verified FDA source that I would tend to believe. I think it's kind of-- I didn't believe it at first, just because of the, """"You're not a horse, you're not a cow"""" but I think the link to the FDA.gov helps it out a bit.""",FDA,7,2, , , ,2,2,1,5.273,17.578,21,3.286,10.953,16,4.96,16.533,22,1,12,1,5,2.3,1.81,2.23,3.31,4.19,4.07,4.58,4,4.69,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
9,30,"""This one does not come out as truthfully. It doesn't have any sort of-- I don't know. Anybody can be a """"Carrie Rivera"""" [assumed spelling; 0:04:41.0] and doctor of hemotherapy [assumed spelling; 0:04:42.8, possibly meant to say """"homeopathy""""]. Anybody can say that's who they are and make up some random cure to get attention or whatever.""",false post from random person,59,10, , , ,1,1,1,3.647,11,4,3.32,15,7,4.533,20,11,1,12,1,5,1.91,1.82,2.13,3.87,3.32,4.47,2,2.65,3.32,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
10,30,"""This one I don't think is-- I think is trustworthy, because it's throwing out a million different health benefits that have no backing to it. It doesn't have """"FDA approved"""" or anything to say that these right. So, anybody could make this product and say it says whatever it wants and post this picture about it.""",false post is biased ad,33,7, , , ,1,1,1,0,9.497,35,2.711,6.604,21,4.978,2.71,10,1,12,1,5,0,1.65,2.23,2.57,3.08,1.65,5.92,4.58,3.16,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
11,30,"""Another one just the exact, like, the same where it's just people over-hyping a product that is probably no different than something else, but overpricing it with crazy marketing. And there's no FDA approval or government approval or anything.""",false post is biased ad,33,7, , , ,1,1,1,2.875,11,5,2.957,14,9,2.135,10,6,1,12,1,5,1.7,1.72,1.46,3.74,3.32,3.16,2.24,3,2.45,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
12,30,I think the article is truthful in saying that Ben Carson probably said something like that. I think it seems like something that is being thrown around right now.,reliable article,2,1, , , ,2,1,2,3.17,18,15,10.367,44,18,1.396,7,4,1,12,1,5,1.78,3.22,1.18,6.63,4.24,2.65,3.87,4.24,2,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
13,30,"""This one I'm not sure about. It kind of seems dishonest to me, just because they would just say it on the box if these-- because I know this is very highly tested. So, if it has those same, those whatever, side effects then it would probably be saying that on the box.""",false post is biased ad,33,7, , , ,1,2,2,0.822,4,2,2.12,11,4,8.279,27,5,1,12,1,5,0.91,1.46,2.88,3.32,2,5.2,1.41,2,2.24,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
14,30,"""This seems pretty truthful just because they link the CDC.gov website, so it seems like they're actually getting their information from actual sources.""",CDC,6,2, , , ,2,2,1,6.966,27,10,12.453,43,12,0.131,1,1,1,12,1,5,2.64,3.53,0.36,6.56,5.2,1,3.16,3.46,1,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
15,30,"""This seems pretty dishonest just because there's no-- there's no fact behind, there's no research behind it. It's just somebody from home talking about, """"Don't go there because of"""" blah, blah, blah, some crappy information she saw on the internet.""",unsubstantiated claims,54,10, , , ,1,1,1,4.551,24,17,11.553,47,28,0.526,2,1,1,12,1,5,2.13,3.4,0.73,6.86,4.9,1.41,4.12,5.29,1,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
16,30,"""This one seems truthful just because it looks like it's-- I don't know what SCDHEC [assumed spelling; 0:07:57.6] is, but it's got a blue checkmark. I'm sure it's a CDC so I'm sure it's very highly researched.""",verified,17,4,CDC,6,2,2,2,1,3.268,16,16,5.108,24,13,6.966,16,5,1,12,1,5,1.81,2.26,2.64,4.9,4,4,4,3.61,2.24,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
17,30,"""This one I can't really tell. It seems like an opinion. There's no, like, information regarding that this actually happened, or it's just it could just be a random picture of a health worker in the Samoas and somebody could make a story about it.""",cannot decide,12,3,photo,20,20,0,1,2,2.087,12,10,5.42,25,20,7.738,26,7,1,12,1,5,1.44,2.33,2.78,5,3.46,5.1,3.16,4.47,2.65,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
